number,country,points,price,province,region_1,region_2,title,variety,winery,taste,array
307,US,97,150.0,California,Oakville,Napa,Vine+Cliff+++Rows+Cabernet+Sauvignon+,Cabernet Sauvignon,Vine Cliff,red-rich-and-intense,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
308,Italy,97,460.0,Tuscany,Toscana,,Tenuta+dell'Ornellaia++Masseto+Merlot+,Merlot,Tenuta dell'Ornellaia,white-green-and-flinty,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
309,US,97,58.0,California,Santa Lucia Highlands,Central Coast,Roar++Garys'+Vineyard+Pinot+Noir+,Pinot Noir,Roar,white-buttery-and-complex,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
310,France,97,2000.0,Bordeaux,Pomerol,,Château+Pétrus+++Pomero,Bordeaux-style Red Blend,Château Pétrus,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
311,US,97,54.0,California,Anderson Valley,,Arista++Ferrington+Vineyard+Pinot+Noir+,Pinot Noir,Arista,red-bold-and-structured,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
312,France,97,800.0,Bordeaux,Sauternes,,Château+d'Yquem+++Sauterne,Bordeaux-style White Blend,Château d'Yquem,,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
313,ETC,97,116.0,Port,,,Fonseca++Vintage++,Port,Fonseca,red-rich-and-intense,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
314,ETC,97,200.0,Port,,,W.+&+J.+Graham's++Stone+Terraces+Vintage++,Port,W. & J. Graham's,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
315,ETC,97,90.0,Port,,,Ferreira++Vintage++,Port,Ferreira,white-green-and-flinty,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
316,ETC,97,116.0,Port,,,Taylor+Fladgate++Vintage++,Port,Taylor Fladgate,white-tropical-and-balanced,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
317,US,97,125.0,California,Anderson Valley,,Williams+Selyem++th+Anniversary+Cuvée+Burt+Williams'+Morning+Dew+Ranch+Pinot+Noir+,Pinot Noir,Williams Selyem,red-light-and-perfumed,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
318,ETC,97,95.0,Port,,,Cockburn's++Vintage++,Port,Cockburn's,red-rich-and-intense,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
319,US,97,70.0,California,Russian River Valley,Sonoma,Lynmar++Hawk+Hill+Vineyard+Pinot+Noir+,Pinot Noir,Lynmar,red-light-and-perfumed,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
320,France,97,0.0,Bordeaux,Pauillac,,Château+Mouton+Rothschild++Barrel+Sample++,Bordeaux-style Red Blend,Château Mouton Rothschild,red-bold-and-structured,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
321,France,97,69.0,Burgundy,Chablis,,Domaine+Jean-Paul+et+Benoît+Droin++Les+Clos+Grand+Cru++,Chardonnay,Domaine Jean-Paul et Benoît Droin,red-light-and-perfumed,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
322,US,97,175.0,California,Oakville,Napa,Macauley++Beckstoffer+To+Kalon+Vineyard+Cabernet+Sauvignon+,Cabernet Sauvignon,Macauley,red-savory-and-classic,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
323,ETC,97,125.0,Burgenland,,,Kracher++Zwischen+den+Seen+Nummer++Trockenbeerenauslese+Scheurebe+,Scheurebe,Kracher,red-bold-and-structured,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
324,US,97,70.0,California,Sonoma Coast,Sonoma,Flowers++Moon+Select+Chardonnay+,Chardonnay,Flowers,red-rich-and-intense,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
325,France,97,50.0,Alsace,Alsace,,René+Muré++Clos+Saint+Landelin+Vorbourg+Grand+Cru+Riesling+,Riesling,René Muré,,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
326,US,97,100.0,California,Carneros,Napa-Sonoma,Donum++West+Slope+Estate+Pinot+Noir+,Pinot Noir,Donum,white-green-and-flinty,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
327,US,97,450.0,California,Sonoma County,Sonoma,Verité++Le+Desir+Red+,Bordeaux-style Red Blend,Verité,white-green-and-flinty,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
328,US,97,450.0,California,Sonoma County,Sonoma,Verité++Le+Desir+Red+,Bordeaux-style Red Blend,Verité,,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
329,US,97,90.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse++Widowmaker+En+Chamberlin+Vineyard+Cabernet+Sauvignon+,Cabernet Sauvignon,Cayuse,white-green-and-flinty,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
330,US,97,70.0,California,Sonoma Coast,Sonoma,Failla++Hirsch+Vineyard+Pinot+Noir+,Pinot Noir,Failla,red-bold-and-structured,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
331,France,97,95.0,Burgundy,Chablis,,Domaine+Pinson++Cuvée+Authentique+Les+Clos+Grand+Cru++,Chardonnay,Domaine Pinson,white-tropical-and-balanced,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
332,US,97,150.0,California,Fort Ross-Seaview,Sonoma,Wayfarer++The+Traveler+Pinot+Noir+,Pinot Noir,Wayfarer,white-dry-and-nutty,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]"
333,Italy,97,325.0,Tuscany,Toscana,,Marchesi+Antinori++Solaia+Red+,Red Blend,Marchesi Antinori,white-green-and-flinty,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
334,US,97,75.0,California,California,California Other,Sanguis++Six+White+Horses+Syrah+,Syrah,Sanguis,white-aromatic-and-floral,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
335,France,97,0.0,Bordeaux,Pauillac,,Château+Pichon+Longueville+++Pauilla,Bordeaux-style Red Blend,Château Pichon Longueville,,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
336,ETC,97,1000.0,Port,,,W.+&+J.+Graham's+NV+-year+Old+Tawny++,Port,W. & J. Graham's,white-tropical-and-balanced,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
337,France,97,95.0,Champagne,Champagne,,Taittinger++Millésimé+Brut++,Champagne Blend,Taittinger,white-dry-and-nutty,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
338,ETC,97,95.0,Burgenland,,,Kracher++Trockenbeerenauslese+Nummer++Zwischen+den+Seen+Scheurebe+,Scheurebe,Kracher,red-savory-and-classic,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]"
339,US,97,100.0,California,Russian River Valley,Sonoma,Lynmar++Five+Sisters+Pinot+Noir+,Pinot Noir,Lynmar,red-savory-and-classic,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
340,France,97,125.0,Rhône Valley,Hermitage,,J.L.+Chave+++Hermitag,Rhône-style Red Blend,J.L. Chave,red-light-and-perfumed,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
341,Italy,97,0.0,Tuscany,Vin Santo del Chianti Classico,,Principe+Corsini+Fattoria+Le+Corti++Sant'Andrea+Corsini++,White Blend,Principe Corsini Fattoria Le Corti,red-rich-and-intense,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
342,US,97,85.0,Washington,Columbia Valley (WA),Columbia Valley,Abeja++Reserve+Cabernet+Sauvignon+,Cabernet Sauvignon,Abeja,white-aromatic-and-floral,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
343,Italy,97,90.0,Northeastern Italy,Colli Orientali del Friuli,,Livio+Felluga++Picolit+Picolit+,Picolit,Livio Felluga,white-dry-and-nutty,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
344,France,97,932.0,Bordeaux,Pessac-Léognan,,Château+Haut-Brion+++Pessac-Léogna,Bordeaux-style White Blend,Château Haut-Brion,red-rich-and-intense,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
345,Italy,97,90.0,Southern Italy,Taurasi,,Guastaferro++Primum+Riserva++,Aglianico,Guastaferro,red-light-and-perfumed,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
346,ETC,97,90.0,Douro,,,Quinta+do+Vale+Meão++Red+,Portuguese Red,Quinta do Vale Meão,white-green-and-flinty,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
347,Australia,97,95.0,South Australia,Barossa Valley,,Standish++Andelmonde+Shiraz+,Shiraz,Standish,red-rich-and-intense,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
348,ETC,97,90.0,Burgenland,,,Kracher++Nouvelle+Vague+Nummer++Trockenbeerenauslese+Chardonnay+,Chardonnay,Kracher,white-aromatic-and-floral,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
349,France,97,330.0,Bordeaux,Pessac-Léognan,,Château+Haut-Brion+++Pessac-Léogn,Bordeaux-style Red Blend,Château Haut-Brion,red-light-and-perfumed,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
350,US,97,175.0,California,North Coast,North Coast,Schramsberg++J.+Schram++Late+Disgorged++,Champagne Blend,Schramsberg,red-light-and-perfumed,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
351,Italy,97,96.0,Piedmont,Barolo,,Brovia++Rocche+di+Castiglione++,Nebbiolo,Brovia,,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
352,ETC,97,80.0,Tokaji,,,Royal+Tokaji+++Puttonyos+Aszú+Gold+Label++,White Blend,Royal Tokaji,white-tropical-and-balanced,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
353,France,97,55.0,Bordeaux,Sauternes,,Clos+Haut-Peyraguey+++Sauterne,Bordeaux-style White Blend,Clos Haut-Peyraguey,white-dry-and-nutty,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
354,ETC,97,75.0,Alentejo,,,Mouchão++Red+,Portuguese Red,Mouchão,white-buttery-and-complex,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
355,France,97,0.0,Bordeaux,Sauternes,,Château+de+Rayne+Vigneau+++Sauterne,Bordeaux-style White Blend,Château de Rayne Vigneau,red-bold-and-structured,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
356,France,97,45.0,Bordeaux,Barsac,,Château+Coutet+++Barsa,Bordeaux-style White Blend,Château Coutet,white-aromatic-and-floral,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
357,France,97,476.0,Burgundy,Chevalier-Montrachet,,Louis+Jadot++Les+Demoiselles++,Chardonnay,Louis Jadot,,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
358,US,96,63.0,Oregon,Ribbon Ridge,Willamette Valley,Ken+Wright++Bryce+Vineyard+Pinot+Noir+,Pinot Noir,Ken Wright,white-tropical-and-balanced,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
359,France,96,400.0,Bordeaux,Pauillac,,Château+Mouton+Rothschild+++Pauilla,Bordeaux-style Red Blend,Château Mouton Rothschild,red-bold-and-structured,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
360,Italy,96,65.0,Tuscany,Brunello di Montalcino,,Le+Chiuse+++Brunello+di+Montalcin,Sangiovese,Le Chiuse,white-tropical-and-balanced,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
361,France,96,64.0,Alsace,Alsace,,Domaine+Weinbach++Clos+des+Capucins+Cuvée+Ste+Catherine+Schlossberg+Grand+Cru+Riesling+,Riesling,Domaine Weinbach,white-dry-and-nutty,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
362,US,96,54.0,California,Russian River Valley,Sonoma,Arista++Pinot+Noir+,Pinot Noir,Arista,white-aromatic-and-floral,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
363,France,96,75.0,Bordeaux,Pessac-Léognan,,Château+Smith+Haut+Lafitte+++Pessac-Léogn,Bordeaux-style Red Blend,Château Smith Haut Lafitte,white-green-and-flinty,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
364,France,96,2500.0,Bordeaux,Pomerol,,Château+Pétrus+++Pomero,Bordeaux-style Red Blend,Château Pétrus,red-bold-and-structured,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
365,Spain,96,770.0,Catalonia,Priorat,,Marco+Abella++El+Perer+Carignan+,Carignan,Marco Abella,red-savory-and-classic,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
366,ETC,96,78.0,Wachau,,,Emmerich+Knoll++Ried+Schütt+Smaragd+Riesling+,Riesling,Emmerich Knoll,white-tropical-and-balanced,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
367,ETC,96,70.0,Kremstal,,,Malat++Das+Beste+vom+Riesling+Reserve+Riesling+,Riesling,Malat,red-savory-and-classic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]"
368,US,96,27.0,Oregon,Dundee Hills,Willamette Valley,The+Eyrie+Vineyards++Estate+Chardonnay+,Chardonnay,The Eyrie Vineyards,red-bold-and-structured,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
369,France,96,400.0,Bordeaux,Pauillac,,Château+Mouton+Rothschild+++Pauilla,Bordeaux-style Red Blend,Château Mouton Rothschild,,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
370,Italy,96,110.0,Piedmont,Barolo,,Elvio+Cogno++Bricco+Pernice++,Nebbiolo,Elvio Cogno,red-savory-and-classic,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
371,France,96,130.0,Bordeaux,Saint-Julien,,Château+Ducru+Beaucaillou+++Saint-Julie,Bordeaux-style Red Blend,Château Ducru Beaucaillou,red-light-and-perfumed,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
372,US,96,63.0,Oregon,Willamette Valley,,Ken+Wright++Abbott+Claim+Vineyard+Pinot+Noi,Pinot Noir,Ken Wright,red-bold-and-structured,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
373,France,96,38.0,Alsace,Alsace,,Domaine+Barmès-Buecher++Steingrubler+Grand+Cru+Riesling+,Riesling,Domaine Barmès-Buecher,red-rich-and-intense,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
374,US,96,175.0,California,Diamond Mountain District,Napa,Diamond+Creek++Volcanic+Hill+Cabernet+Sauvignon+,Cabernet Sauvignon,Diamond Creek,white-buttery-and-complex,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
375,France,96,0.0,Bordeaux,Pomerol,,Château+la+Fleur-Pétrus+++Pomero,Bordeaux-style Red Blend,Château la Fleur-Pétrus,red-savory-and-classic,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
376,US,96,125.0,California,Sonoma Coast,Sonoma,Del+Dotto++Cinghiale+Vineyard+Family+Reserve+Chardonnay+,Chardonnay,Del Dotto,white-buttery-and-complex,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
377,Italy,96,75.0,Tuscany,Bolgheri Superiore,,Tenuta+Argentiera++Argentiera++,Red Blend,Tenuta Argentiera,red-rich-and-intense,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
378,US,96,120.0,Washington,Walla Walla Valley (WA),Columbia Valley,Horsepower++The+Tribe+Vineyard+Syrah+,Syrah,Horsepower,red-bold-and-structured,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
379,France,96,1200.0,Bordeaux,Pessac-Léognan,,Château+Haut-Brion+++Pessac-Léogna,Bordeaux-style Red Blend,Château Haut-Brion,white-tropical-and-balanced,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
380,Italy,96,105.0,Southern Italy,Campania,,Feudi+di+San+Gregorio++Patrimo+Merlot+,Merlot,Feudi di San Gregorio,red-savory-and-classic,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
381,ETC,96,64.0,Wachau,,,Emmerich+Knoll++Ried+Kellerberg+Smaragd+Riesling+,Riesling,Emmerich Knoll,,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
382,France,96,600.0,Champagne,Champagne,,Louis+Roederer++Cristal+Brut+Rosé++,Champagne Blend,Louis Roederer,white-tropical-and-balanced,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
383,ETC,96,28.0,Kamptal,,,Eichinger++Gaisberg+Reserve+Riesling+,Riesling,Eichinger,red-rich-and-intense,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
384,France,96,475.0,Bordeaux,Saint-Émilion,,Château+Cheval+Blanc+++Saint-Émilio,Bordeaux-style Red Blend,Château Cheval Blanc,white-buttery-and-complex,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
385,US,96,64.0,Washington,Red Mountain,Columbia Valley,Andrew+Will++Sorella+Red+Wine+Red+,Red Blend,Andrew Will,white-buttery-and-complex,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
386,France,96,80.0,Alsace,Alsace,,Domaine+Schoffit++Clos+Saint-Théobald+Grand+Cru+Rangen+Sélection+de+Grains+Nobles+Pinot+Gris+,Pinot Gris,Domaine Schoffit,,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
387,Italy,96,79.0,Piedmont,Barbaresco,,Sottimano++Riserva++,Nebbiolo,Sottimano,red-bold-and-structured,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
388,France,96,280.0,Bordeaux,Saint-Émilion,,Château+Figeac+++Saint-Émilio,Bordeaux-style Red Blend,Château Figeac,white-green-and-flinty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
389,ETC,96,200.0,Mosel,,,S.A.+Prüm++Wehlener+Sonnenuhr+Beerenauslese+Erste+Lage+Riesling+,Riesling,S.A. Prüm,red-rich-and-intense,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
390,ETC,96,150.0,Rheinhessen,,,Thörle++Saulheimer+Hölle+Trockenbeerenauslese+Riesling+,Riesling,Thörle,red-savory-and-classic,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]"
391,US,96,100.0,Oregon,Willamette Valley,Willamette Valley,Ponzi++Madrona+Pinot+Noir+,Pinot Noir,Ponzi,red-bold-and-structured,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
392,France,96,75.0,Bordeaux,Saint-Émilion,,Château+Beau-Séjour+Bécot+++Saint-Émilio,Bordeaux-style Red Blend,Château Beau-Séjour Bécot,red-light-and-perfumed,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
393,US,96,78.0,California,Russian River Valley,Sonoma,Williams+Selyem++Rochioli+Riverblock+Vineyard+Pinot+Noir+,Pinot Noir,Williams Selyem,white-aromatic-and-floral,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
394,France,96,400.0,Bordeaux,Pomerol,,Château+Trotanoy+++Pomero,Bordeaux-style Red Blend,Château Trotanoy,white-green-and-flinty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
395,France,96,196.0,Champagne,Champagne,,Lanson++Clos+Lanson+Chardonnay+,Chardonnay,Lanson,,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
396,France,96,65.0,Alsace,Alsace,,René+Muré++Zinnkoepfle+Grand+Cru+Riesling+,Riesling,René Muré,white-tropical-and-balanced,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
397,US,96,250.0,California,Napa Valley,Napa,Joseph+Phelps++Insignia+Estate+Grown+Red+,Bordeaux-style Red Blend,Joseph Phelps,white-dry-and-nutty,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]"
398,France,96,100.0,Alsace,Alsace,,Domaine+Zind-Humbrecht++Brand+Grand+Cru+Riesling+,Riesling,Domaine Zind-Humbrecht,red-bold-and-structured,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
399,US,96,53.0,Washington,Red Mountain,Columbia Valley,Andrew+Will++Ciel+du+Cheval+Vineyard+Red+Wine+Red+,Red Blend,Andrew Will,red-rich-and-intense,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
400,France,96,120.0,Alsace,Alsace,,Domaine+Zind-Humbrecht++Clos+Saint+Urbain+Rangen+de+Thann+Grand+Cru+Riesling+,Riesling,Domaine Zind-Humbrecht,red-bold-and-structured,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
401,US,96,20.0,Washington,Columbia Valley (WA),Columbia Valley,Rulo++Syrah+,Syrah,Rulo,white-buttery-and-complex,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
402,US,96,38.0,California,Sta. Rita Hills,Central Coast,Ojai++Clos+Pepe+Vineyard+Chardonnay+,Chardonnay,Ojai,red-light-and-perfumed,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
403,France,96,1300.0,Bordeaux,Pauillac,,Château+Mouton+Rothschild+++Pauilla,Bordeaux-style Red Blend,Château Mouton Rothschild,white-green-and-flinty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
404,US,96,125.0,California,Oakville,Napa,Groth++Reserve+Cabernet+Sauvignon+,Cabernet Sauvignon,Groth,red-bold-and-structured,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
405,France,96,160.0,Bordeaux,Saint-Émilion,,Château+Bélair-Monange+++Saint-Émilio,Bordeaux-style Red Blend,Château Bélair-Monange,red-savory-and-classic,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
406,Italy,96,199.0,Tuscany,Brunello di Montalcino,,Biondi+Santi+++Brunello+di+Montalcin,Sangiovese,Biondi Santi,red-light-and-perfumed,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
407,France,96,330.0,Burgundy,Charmes-Chambertin,,Roche+de+Bellene+++Charmes-Chamberti,Pinot Noir,Roche de Bellene,white-buttery-and-complex,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
