Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,,,,,
kohls,2,2021-11-11,w,wyoming,cheyenne,wsf,42,146,613,307,on,,,,,
footlocker,2,2021-05-07,mw,iowa,desmoines,msf,57,146,832,350,on,,,,,
footlocker,2,2020-12-18,mw,minnesota,minneapolis,wsf,40,145,5800,1740,out,,,,,
westgear,0,2020-12-23,w,california,sanfrancisco,ma,62,145,899,566,on,,,,,
kohls,3,2021-03-11,w,california,losangeles,ma,49,145,711,469,on,,,,,
sportsdirect,1,2021-08-25,s,texas,dallas,wsf,28,145,406,191,on,,,,,
sportsdirect,1,2021-09-14,s,texas,dallas,ma,45,145,653,281,on,,,,,
sportsdirect,1,2021-10-13,s,texas,dallas,waf,59,145,856,530,on,,,,,
footlocker,2,2021-11-27,ne,pennsylvania,philadelphia,msf,60,145,870,583,on,,,,,
westgear,0,2020-02-12,w,nevada,lasvegas,wa,78,145,1131,339,on,,,,,
sportsdirect,1,2021-04-13,s,tennessee,knoxville,ma,43,145,624,299,on,,,,,
footlocker,2,2021-07-02,mw,nebraska,omaha,msf,41,145,595,315,on,,,,,
sportsdirect,1,2021-09-04,s,alabama,birmingham,ma,49,145,711,391,on,,,,,
sportsdirect,1,2021-10-10,s,alabama,birmingham,ma,58,145,841,471,on,,,,,
sportsdirect,0,2021-12-09,w,hawaii,honolulu,waf,73,145,1059,370,on,,,,,
westgear,2,2021-01-12,se,florida,orlando,waf,37,145,537,220,on,,,,,
kohls,2,2021-01-14,ne,newyork,albany,ma,49,145,711,320,on,,,,,
kohls,2,2021-02-12,ne,newyork,albany,maf,37,145,537,220,on,,,,,
kohls,2,2021-02-12,w,wyoming,cheyenne,ma,47,145,682,279,on,,,,,
kohls,2,2021-04-11,w,wyoming,cheyenne,wsf,28,145,406,187,on,,,,,
kohls,2,2021-05-10,w,wyoming,cheyenne,wsf,39,145,566,277,on,,,,,
footlocker,2,2021-12-10,w,wyoming,cheyenne,ma,54,145,783,352,on,,,,,
sportsdirect,2,2021-09-15,mw,michigan,detroit,wsf,34,145,493,207,on,,,,,
sportsdirect,2,2021-11-16,mw,michigan,detroit,maf,42,145,609,335,on,,,,,
westgear,2,2021-12-10,w,utah,saltlakecity,maf,28,145,406,199,on,,,,,
westgear,0,2021-05-25,w,oregon,portland,msf,48,145,696,313,on,,,,,
westgear,0,2021-09-18,s,louisiana,neworleans,msf,43,145,624,343,on,,,,,
footlocker,0,2021-03-22,w,arizona,phoenix,msf,37,145,537,252,on,,,,,
footlocker,0,2021-10-23,w,arizona,phoenix,maf,47,145,682,361,on,,,,,
kohls,0,2021-07-25,w,newmexico,albuquerque,ma,57,145,827,355,on,,,,,
sportsdirect,0,2021-12-25,w,newmexico,albuquerque,waf,55,145,798,367,on,,,,,
sportsdirect,0,2021-02-13,w,newmexico,albuquerque,msf,29,145,421,223,on,,,,,
walmart,2,2021-10-18,s,mississippi,jackson,maf,25,145,363,163,on,,,,,
kohls,1,2021-10-14,mw,kansas,wichita,msf,29,145,421,193,on,,,,,
footlocker,2,2021-02-06,mw,northdakota,fargo,msf,28,145,406,179,on,,,,,
footlocker,2,2021-07-13,ne,delaware,wilmington,wa,55,145,798,399,on,,,,,
footlocker,2,2021-01-24,ne,newhampshire,manchester,msf,52,145,754,347,on,,,,,
sportsdirect,1,2021-10-07,s,texas,dallas,waf,30,145,435,235,out,,,,,
westgear,0,2020-01-09,w,nevada,lasvegas,maf,35,145,508,157,out,,,,,
westgear,0,2020-02-04,w,nevada,lasvegas,waf,47,145,682,307,out,,,,,
westgear,0,2020-03-16,w,nevada,lasvegas,maf,31,145,450,112,out,,,,,
sportsdirect,1,2021-03-27,s,tennessee,knoxville,wa,25,145,363,221,out,,,,,
westgear,0,2021-11-24,w,oregon,portland,ma,50,145,725,334,out,,,,,
footlocker,0,2021-01-23,w,idaho,boise,wsf,31,145,450,175,out,,,,,
footlocker,0,2021-07-22,w,arizona,phoenix,ma,40,145,580,215,out,,,,,
footlocker,0,2021-07-22,w,arizona,phoenix,wa,46,145,667,200,out,,,,,
footlocker,0,2021-09-24,w,arizona,phoenix,wsf,34,145,493,182,out,,,,,
kohls,0,2021-09-27,w,newmexico,albuquerque,waf,37,145,537,220,out,,,,,
kohls,0,2021-09-27,w,newmexico,albuquerque,ma,40,145,580,203,out,,,,,
sportsdirect,0,2021-05-14,se,georgia,atlanta,wsf,40,145,580,226,out,,,,,
sportsdirect,0,2021-11-13,se,georgia,atlanta,wsf,39,145,566,226,out,,,,,
walmart,2,2021-09-16,s,mississippi,jackson,wsf,15,145,218,102,out,,,,,
walmart,1,2021-02-21,s,arkansas,littlerock,wa,16,145,232,97,out,,,,,
walmart,1,2021-05-19,s,arkansas,littlerock,wa,33,145,479,225,out,,,,,
amazon,2,2021-07-10,ne,vermont,burlington,maf,42,145,609,305,out,,,,,
amazon,2,2021-12-10,ne,vermont,burlington,wa,60,145,870,409,out,,,,,
amazon,2,2021-08-18,ne,newhampshire,manchester,wa,46,145,667,247,out,,,,,
footlocker,2,2021-06-12,mw,illinois,chicago,msf,47,144,677,372,on,,,,,
sportsdirect,1,2021-10-06,s,texas,dallas,wsf,41,144,590,307,on,,,,,
westgear,0,2020-04-15,w,colorado,denver,maf,59,144,850,425,on,,,,,
westgear,0,2020-07-05,w,washington,seattle,ma,77,144,1109,388,on,,,,,
sportsdirect,1,2021-09-19,s,alabama,birmingham,maf,50,144,720,454,on,,,,,
sportsdirect,1,2021-10-02,s,alabama,birmingham,wsf,43,144,619,396,on,,,,,
amazon,2,2021-11-05,ne,maine,portland,msf,52,144,749,337,on,,,,,
walmart,0,2021-10-17,se,florida,orlando,maf,59,144,850,323,on,,,,,
westgear,2,2021-06-10,ne,newyork,albany,waf,49,144,706,289,on,,,,,
westgear,2,2021-11-09,ne,newyork,albany,waf,47,144,677,271,on,,,,,
sportsdirect,2,2021-08-16,mw,michigan,detroit,wsf,42,144,605,254,on,,,,,
footlocker,2,2021-04-18,mw,missouri,st.louis,msf,33,144,475,247,on,,,,,
footlocker,2,2021-03-05,se,southcarolina,charleston,waf,27,144,389,163,on,,,,,
sportsdirect,2,2021-04-03,se,northcarolina,charlotte,wsf,20,144,288,158,on,,,,,
sportsdirect,2,2021-12-16,s,mississippi,jackson,wa,71,144,1022,624,on,,,,,
kohls,1,2021-06-14,mw,kansas,wichita,msf,37,144,533,266,on,,,,,
footlocker,2,2021-02-15,ne,maryland,baltimore,msf,39,144,562,281,on,,,,,
kohls,2,2021-03-06,ne,newjersey,newark,msf,32,144,461,212,on,,,,,
westgear,0,2020-02-21,w,nevada,lasvegas,wsf,46,144,662,272,out,,,,,
sportsdirect,1,2021-08-12,s,alabama,birmingham,wa,27,144,389,222,out,,,,,
sportsdirect,1,2021-08-15,s,alabama,birmingham,wsf,20,144,288,147,out,,,,,
footlocker,0,2021-11-24,se,virginia,richmond,waf,36,144,518,202,out,,,,,
footlocker,2,2021-12-17,ne,newhampshire,manchester,wa,61,144,878,351,out,,,,,
footlocker,2,2021-12-09,ne,pennsylvania,philadelphia,msf,62,143,887,532,on,,,,,
westgear,0,2020-01-20,w,nevada,lasvegas,msf,58,143,829,423,on,,,,,
westgear,0,2020-02-09,w,nevada,lasvegas,wsf,61,143,872,462,on,,,,,
westgear,0,2020-04-23,w,colorado,denver,waf,61,143,872,454,on,,,,,
westgear,0,2020-04-28,w,colorado,denver,wsf,67,143,958,546,on,,,,,
kohls,3,2021-02-04,mw,montana,billings,wsf,44,143,629,371,on,,,,,
kohls,3,2021-02-07,mw,montana,billings,wa,58,143,829,290,on,,,,,
kohls,3,2021-03-07,mw,montana,billings,waf,43,143,615,314,on,,,,,
sportsdirect,1,2021-09-29,s,alabama,birmingham,wa,36,143,515,386,on,,,,,
sportsdirect,1,2021-10-09,s,alabama,birmingham,waf,63,143,901,676,on,,,,,
amazon,2,2021-11-17,ne,maine,portland,msf,51,143,729,357,on,,,,,
footlocker,0,2021-02-10,w,alaska,anchorage,msf,33,143,472,170,on,,,,,
footlocker,0,2021-05-11,w,hawaii,honolulu,wa,69,143,987,543,on,,,,,
walmart,0,2021-08-17,se,florida,orlando,waf,77,143,1101,462,on,,,,,
walmart,0,2021-08-17,se,florida,orlando,ma,74,143,1058,328,on,,,,,
kohls,2,2021-02-12,ne,newyork,albany,wsf,29,143,415,203,on,,,,,
kohls,2,2021-08-11,w,wyoming,cheyenne,wsf,38,143,543,245,on,,,,,
kohls,2,2021-11-11,w,wyoming,cheyenne,ma,51,143,729,299,on,,,,,
footlocker,0,2021-03-23,se,virginia,richmond,msf,38,143,543,255,on,,,,,
sportsdirect,2,2021-03-15,mw,michigan,detroit,wa,33,143,472,326,on,,,,,
sportsdirect,2,2021-07-15,mw,michigan,detroit,ma,54,143,772,394,on,,,,,
footlocker,2,2021-12-15,mw,michigan,detroit,ma,55,143,787,409,on,,,,,
footlocker,2,2021-08-18,mw,missouri,st.louis,maf,38,143,543,250,on,,,,,
westgear,2,2021-01-11,mw,missouri,st.louis,wsf,14,143,200,94,on,,,,,
westgear,0,2021-12-23,w,oregon,portland,waf,67,143,958,431,on,,,,,
westgear,1,2021-01-05,s,louisiana,neworleans,wa,34,143,486,292,on,,,,,
westgear,1,2021-06-04,w,idaho,boise,waf,48,143,686,405,on,,,,,
footlocker,0,2021-02-23,w,idaho,boise,msf,29,143,415,207,on,,,,,
kohls,0,2021-08-26,w,newmexico,albuquerque,waf,55,143,787,370,on,,,,,
kohls,0,2021-09-27,w,newmexico,albuquerque,wsf,46,143,658,309,on,,,,,
sportsdirect,0,2021-07-12,se,georgia,atlanta,wa,67,143,958,364,on,,,,,
amazon,2,2021-02-11,se,northcarolina,charlotte,maf,33,143,472,236,on,,,,,
amazon,2,2021-02-11,mw,ohio,columbus,wa,29,143,415,253,on,,,,,
amazon,2,2021-05-09,mw,ohio,columbus,wsf,39,143,558,284,on,,,,,
amazon,2,2021-05-09,mw,ohio,columbus,wa,53,143,758,485,on,,,,,
footlocker,2,2021-06-18,s,mississippi,jackson,wsf,41,143,586,322,on,,,,,
walmart,1,2021-08-20,s,arkansas,littlerock,wa,50,143,715,372,on,,,,,
westgear,1,2021-11-20,s,arkansas,littlerock,msf,24,143,343,172,on,,,,,
kohls,1,2021-05-12,mw,kansas,wichita,msf,36,143,515,232,on,,,,,
westgear,2,2021-09-04,mw,wisconsin,milwaukee,msf,33,143,472,193,on,,,,,
westgear,2,2021-04-17,ne,westvirginia,charleston,msf,27,143,386,197,on,,,,,
sportsdirect,2,2021-07-03,ne,connecticut,hartford,wa,56,143,801,384,on,,,,,
footlocker,2,2021-08-07,ne,rhodeisland,providence,msf,46,143,658,316,on,,,,,
sportsdirect,1,2021-08-19,s,texas,dallas,wsf,27,143,386,135,out,,,,,
footlocker,2,2021-12-27,ne,pennsylvania,philadelphia,msf,53,143,758,462,out,,,,,
sportsdirect,1,2021-03-21,s,tennessee,knoxville,wa,28,143,400,224,out,,,,,
sportsdirect,1,2021-04-25,s,tennessee,knoxville,ma,35,143,501,225,out,,,,,
footlocker,0,2021-11-24,se,virginia,richmond,wsf,33,143,472,184,out,,,,,
westgear,0,2021-03-23,w,oregon,portland,msf,28,143,400,160,out,,,,,
westgear,0,2021-08-17,s,louisiana,neworleans,waf,55,143,787,370,out,,,,,
footlocker,0,2021-06-23,w,arizona,phoenix,maf,36,143,515,216,out,,,,,
footlocker,0,2021-12-12,se,georgia,atlanta,waf,40,143,572,246,out,,,,,
walmart,2,2021-07-16,s,mississippi,jackson,waf,33,143,472,203,out,,,,,
sportsdirect,2,2021-12-16,s,mississippi,jackson,waf,41,143,586,276,out,,,,,
westgear,1,2021-06-21,s,oklahoma,oklahomacity,wa,40,143,572,240,out,,,,,
sportsdirect,1,2021-09-26,s,texas,dallas,ma,53,142,753,361,on,,,,,
sportsdirect,1,2021-04-06,s,tennessee,knoxville,waf,27,142,383,230,on,,,,,
footlocker,0,2021-08-10,w,hawaii,honolulu,waf,67,142,951,362,on,,,,,
sportsdirect,0,2021-12-09,w,hawaii,honolulu,wa,89,142,1264,632,on,,,,,
footlocker,0,2021-06-24,se,virginia,richmond,waf,72,142,1022,501,on,,,,,
footlocker,0,2021-10-24,se,virginia,richmond,maf,51,142,724,355,on,,,,,
sportsdirect,2,2021-08-16,mw,michigan,detroit,waf,34,142,483,217,on,,,,,
footlocker,2,2021-06-18,mw,missouri,st.louis,wa,42,142,596,388,on,,,,,
westgear,0,2021-10-24,w,oregon,portland,maf,50,142,710,327,on,,,,,
westgear,0,2021-04-17,s,louisiana,neworleans,msf,48,142,682,354,on,,,,,
sportsdirect,1,2021-10-04,w,idaho,boise,wa,42,142,596,394,on,,,,,
footlocker,1,2021-12-04,w,idaho,boise,waf,59,142,838,545,on,,,,,
footlocker,0,2021-07-22,w,arizona,phoenix,maf,50,142,710,362,on,,,,,
kohls,0,2021-08-26,w,newmexico,albuquerque,wsf,58,142,824,379,on,,,,,
sportsdirect,0,2021-04-13,se,georgia,atlanta,msf,45,142,639,326,on,,,,,
sportsdirect,0,2021-06-13,se,georgia,atlanta,wsf,52,142,738,354,on,,,,,
sportsdirect,0,2021-10-13,se,georgia,atlanta,maf,47,142,667,347,on,,,,,
sportsdirect,2,2021-02-04,se,northcarolina,charlotte,waf,29,142,412,206,on,,,,,
amazon,2,2021-06-11,mw,ohio,columbus,wsf,49,142,696,376,on,,,,,
westgear,2,2021-12-09,mw,ohio,columbus,ma,68,142,966,473,on,,,,,
amazon,2,2021-06-22,se,kentucky,louisville,msf,36,142,511,256,on,,,,,
footlocker,2,2021-01-20,se,kentucky,louisville,maf,29,142,412,185,on,,,,,
walmart,2,2021-07-16,s,mississippi,jackson,wsf,48,142,682,341,on,,,,,
westgear,1,2021-07-19,s,oklahoma,oklahomacity,wa,61,142,866,468,on,,,,,
footlocker,2,2021-09-13,ne,delaware,wilmington,msf,50,142,710,348,on,,,,,
sportsdirect,2,2021-05-03,ne,connecticut,hartford,msf,54,142,767,391,on,,,,,
amazon,2,2021-03-10,ne,vermont,burlington,msf,44,142,625,375,on,,,,,
westgear,2,2021-03-02,mw,wisconsin,milwaukee,msf,19,141,268,110,on,,,,,
westgear,0,2020-11-11,w,california,sanfrancisco,ma,50,140,700,427,on,,,,,
sportsdirect,1,2021-08-22,s,texas,dallas,wa,32,140,448,251,on,,,,,
westgear,0,2020-04-30,w,colorado,denver,ma,74,140,1036,756,on,,,,,
sportsdirect,1,2021-05-19,s,tennessee,knoxville,ma,50,140,700,350,on,,,,,
amazon,2,2021-10-18,ne,maine,portland,msf,38,140,532,261,on,,,,,
walmart,0,2021-11-10,w,hawaii,honolulu,wa,82,140,1148,597,on,,,,,
walmart,0,2021-09-18,se,florida,orlando,msf,58,140,812,325,on,,,,,
kohls,2,2021-04-11,w,wyoming,cheyenne,maf,39,140,546,246,on,,,,,
kohls,2,2021-06-12,w,wyoming,cheyenne,waf,38,140,532,250,on,,,,,
kohls,2,2021-08-11,w,wyoming,cheyenne,ma,47,140,658,270,on,,,,,
westgear,0,2021-02-17,w,oregon,portland,msf,33,140,462,245,on,,,,,
kohls,0,2021-07-25,w,newmexico,albuquerque,wa,69,140,966,367,on,,,,,
kohls,0,2021-11-26,w,newmexico,albuquerque,wa,72,140,1008,393,on,,,,,
sportsdirect,2,2021-04-03,se,northcarolina,charlotte,waf,24,140,336,181,on,,,,,
amazon,2,2021-06-11,mw,ohio,columbus,waf,49,140,686,350,on,,,,,
amazon,2,2021-11-10,mw,ohio,columbus,maf,24,140,336,151,on,,,,,
footlocker,2,2021-05-16,s,mississippi,jackson,wa,47,140,658,421,on,,,,,
westgear,1,2021-12-19,s,arkansas,littlerock,maf,54,140,756,355,on,,,,,
kohls,1,2021-07-12,mw,kansas,wichita,wa,60,140,840,412,on,,,,,
sportsdirect,2,2021-12-11,mw,southdakota,siouxfalls,msf,58,140,812,374,on,,,,,
westgear,2,2021-02-03,mw,iowa,desmoines,msf,29,140,406,166,on,,,,,
westgear,2,2021-01-10,mw,wisconsin,milwaukee,msf,32,140,448,233,on,,,,,
sportsdirect,2,2021-02-15,ne,rhodeisland,providence,msf,36,140,504,207,on,,,,,
kohls,3,2021-03-17,w,california,losangeles,ma,40,140,560,319,out,,,,,
kohls,3,2021-04-17,w,california,losangeles,ma,38,140,532,314,out,,,,,
sportsdirect,1,2021-08-26,s,texas,dallas,waf,26,140,364,171,out,,,,,
footlocker,2,2021-11-09,ne,pennsylvania,philadelphia,msf,35,140,490,279,out,,,,,
westgear,0,2020-01-04,ne,pennsylvania,philadelphia,wsf,36,140,504,237,out,,,,,
westgear,0,2020-01-10,w,nevada,lasvegas,wsf,31,140,434,187,out,,,,,
westgear,0,2020-01-13,w,nevada,lasvegas,wa,31,140,434,100,out,,,,,
westgear,0,2020-01-31,w,nevada,lasvegas,wa,54,140,756,242,out,,,,,
westgear,0,2020-02-10,w,nevada,lasvegas,waf,46,140,644,270,out,,,,,
westgear,0,2020-02-24,w,nevada,lasvegas,wa,54,140,756,159,out,,,,,
westgear,0,2020-03-05,w,nevada,lasvegas,wsf,44,140,616,259,out,,,,,
sportsdirect,1,2021-03-18,s,tennessee,knoxville,wsf,23,140,322,126,out,,,,,
sportsdirect,1,2021-05-13,s,tennessee,knoxville,ma,43,140,602,277,out,,,,,
footlocker,2,2021-05-21,s,tennessee,knoxville,msf,27,140,378,166,out,,,,,
sportsdirect,1,2021-09-15,s,alabama,birmingham,waf,37,140,518,332,out,,,,,
sportsdirect,1,2021-09-16,s,alabama,birmingham,ma,42,140,588,294,out,,,,,
amazon,2,2021-10-12,s,alabama,birmingham,msf,27,140,378,147,out,,,,,
walmart,0,2021-10-17,se,florida,orlando,msf,39,140,546,202,out,,,,,
walmart,0,2021-10-17,se,florida,orlando,wa,53,140,742,386,out,,,,,
sportsdirect,2,2021-01-19,se,virginia,richmond,ma,30,140,420,189,out,,,,,
westgear,2,2021-03-10,w,utah,saltlakecity,wsf,16,140,224,87,out,,,,,
westgear,2,2021-03-10,w,utah,saltlakecity,wa,21,140,294,168,out,,,,,
westgear,2,2021-07-10,w,utah,saltlakecity,ma,28,140,392,149,out,,,,,
westgear,2,2021-10-11,w,utah,saltlakecity,wa,25,140,350,189,out,,,,,
westgear,0,2021-06-24,w,oregon,portland,ma,67,140,938,431,out,,,,,
westgear,0,2021-01-17,w,oregon,portland,wa,34,140,476,190,out,,,,,
westgear,0,2021-10-17,s,louisiana,neworleans,wa,44,140,616,246,out,,,,,
sportsdirect,1,2021-09-05,w,idaho,boise,ma,42,140,588,241,out,,,,,
footlocker,0,2021-01-23,w,idaho,boise,maf,30,140,420,181,out,,,,,
footlocker,0,2021-01-23,w,idaho,boise,wa,27,140,378,102,out,,,,,
footlocker,0,2021-11-23,w,arizona,phoenix,wa,39,140,546,153,out,,,,,
kohls,0,2021-02-26,w,newmexico,albuquerque,wa,35,140,490,137,out,,,,,
kohls,0,2021-04-26,w,newmexico,albuquerque,wsf,44,140,616,259,out,,,,,
sportsdirect,0,2021-01-13,w,newmexico,albuquerque,maf,27,140,378,178,out,,,,,
sportsdirect,0,2021-01-13,w,newmexico,albuquerque,wsf,32,140,448,188,out,,,,,
sportsdirect,0,2021-01-13,w,newmexico,albuquerque,wa,28,140,392,125,out,,,,,
sportsdirect,0,2021-08-13,se,georgia,atlanta,ma,51,140,714,278,out,,,,,
sportsdirect,0,2021-11-13,se,georgia,atlanta,waf,37,140,518,238,out,,,,,
footlocker,2,2021-05-16,s,mississippi,jackson,maf,28,140,392,161,out,,,,,
sportsdirect,1,2021-01-23,s,mississippi,jackson,wsf,11,140,154,68,out,,,,,
walmart,1,2021-07-19,s,arkansas,littlerock,wsf,32,140,448,197,out,,,,,
walmart,1,2021-09-19,s,arkansas,littlerock,wa,22,140,308,129,out,,,,,
westgear,1,2021-08-20,s,oklahoma,oklahomacity,maf,37,140,518,218,out,,,,,
sportsdirect,2,2021-01-17,ne,rhodeisland,providence,msf,28,140,392,129,out,,,,,
westgear,2,2021-11-11,ne,vermont,burlington,msf,54,140,756,378,out,,,,,
amazon,2,2021-05-17,ne,newhampshire,manchester,wa,46,140,644,251,out,,,,,
amazon,2,2021-06-19,ne,newhampshire,manchester,maf,40,140,560,263,out,,,,,
footlocker,2,2021-05-13,mw,southdakota,siouxfalls,msf,58,139,806,379,on,,,,,
sportsdirect,1,2021-10-14,s,texas,dallas,ma,56,138,773,371,on,,,,,
westgear,0,2020-02-17,w,nevada,lasvegas,ma,68,138,938,638,on,,,,,
westgear,0,2020-02-25,w,nevada,lasvegas,msf,56,138,773,379,on,,,,,
westgear,0,2020-06-01,w,washington,seattle,msf,36,138,497,214,on,,,,,
westgear,0,2020-07-20,w,washington,seattle,maf,64,138,883,327,on,,,,,
westgear,0,2020-07-30,w,washington,seattle,wa,88,138,1214,376,on,,,,,
westgear,0,2020-08-02,w,washington,seattle,wsf,73,138,1007,393,on,,,,,
westgear,0,2020-08-03,w,washington,seattle,waf,76,138,1049,451,on,,,,,
kohls,3,2021-01-02,mw,montana,billings,wa,43,138,593,231,on,,,,,
sportsdirect,1,2021-08-03,mw,nebraska,omaha,wsf,28,138,386,213,on,,,,,
sportsdirect,1,2021-08-04,mw,nebraska,omaha,waf,33,138,455,291,on,,,,,
sportsdirect,1,2021-08-06,s,alabama,birmingham,wa,32,138,442,309,on,,,,,
amazon,2,2021-12-17,ne,maine,portland,msf,62,138,856,411,on,,,,,
walmart,0,2021-10-10,w,hawaii,honolulu,maf,61,138,842,253,on,,,,,
walmart,0,2021-04-17,se,florida,orlando,msf,62,138,856,359,on,,,,,
westgear,2,2021-02-10,se,florida,orlando,maf,42,138,580,284,on,,,,,
westgear,2,2021-09-08,ne,newyork,albany,wsf,41,138,566,198,on,,,,,
footlocker,0,2021-11-24,se,virginia,richmond,wsf,43,138,593,285,on,,,,,
sportsdirect,2,2021-01-19,se,virginia,richmond,wa,33,138,455,310,on,,,,,
sportsdirect,2,2021-02-17,mw,michigan,detroit,wa,33,138,455,305,on,,,,,
sportsdirect,2,2021-06-17,mw,michigan,detroit,wsf,41,138,566,249,on,,,,,
sportsdirect,2,2021-11-16,mw,michigan,detroit,waf,41,138,566,277,on,,,,,
footlocker,2,2021-12-15,mw,michigan,detroit,waf,48,138,662,318,on,,,,,
westgear,2,2021-01-11,mw,missouri,st.louis,wa,24,138,331,212,on,,,,,
westgear,2,2021-07-10,w,utah,saltlakecity,wsf,24,138,331,159,on,,,,,
westgear,0,2021-08-17,s,louisiana,neworleans,ma,64,138,883,521,on,,,,,
westgear,1,2021-04-05,w,idaho,boise,wsf,24,138,331,156,on,,,,,
westgear,1,2021-04-05,w,idaho,boise,wa,28,138,386,236,on,,,,,
footlocker,0,2021-06-23,w,arizona,phoenix,maf,51,138,704,366,on,,,,,
footlocker,0,2021-06-23,w,arizona,phoenix,wsf,51,138,704,317,on,,,,,
kohls,0,2021-01-26,w,arizona,phoenix,maf,42,138,580,307,on,,,,,
kohls,0,2021-01-26,w,arizona,phoenix,wsf,42,138,580,267,on,,,,,
sportsdirect,0,2021-07-12,se,georgia,atlanta,ma,54,138,745,358,on,,,,,
footlocker,0,2021-12-12,se,georgia,atlanta,wsf,53,138,731,366,on,,,,,
amazon,2,2021-06-11,mw,ohio,columbus,maf,41,138,566,260,on,,,,,
amazon,2,2021-09-09,mw,ohio,columbus,wsf,23,138,317,175,on,,,,,
amazon,2,2021-09-09,mw,ohio,columbus,wa,37,138,511,317,on,,,,,
amazon,2,2021-10-11,mw,ohio,columbus,maf,29,138,400,188,on,,,,,
amazon,2,2021-11-10,mw,ohio,columbus,ma,76,138,1049,514,on,,,,,
amazon,2,2021-02-22,mw,ohio,columbus,msf,38,138,524,278,on,,,,,
footlocker,2,2021-01-12,mw,kansas,wichita,msf,38,138,524,257,on,,,,,
footlocker,2,2021-09-13,mw,southdakota,siouxfalls,msf,42,138,580,261,on,,,,,
footlocker,2,2021-07-05,mw,iowa,desmoines,msf,49,138,676,298,on,,,,,
westgear,2,2021-12-02,mw,wisconsin,milwaukee,msf,58,138,800,328,on,,,,,
footlocker,2,2021-02-22,ne,westvirginia,charleston,msf,32,138,442,234,on,,,,,
kohls,2,2021-01-10,ne,delaware,wilmington,msf,32,138,442,221,on,,,,,
footlocker,2,2021-06-08,ne,rhodeisland,providence,msf,47,138,649,292,on,,,,,
amazon,2,2021-06-19,ne,newhampshire,manchester,wa,66,138,911,428,on,,,,,
westgear,0,2020-04-25,w,colorado,denver,wa,78,137,1069,427,on,,,,,
westgear,0,2020-05-08,w,colorado,denver,msf,51,137,699,349,on,,,,,
westgear,0,2020-05-25,w,colorado,denver,wa,75,137,1028,339,on,,,,,
westgear,0,2020-07-04,w,washington,seattle,waf,78,137,1069,438,on,,,,,
footlocker,2,2020-11-28,mw,minnesota,minneapolis,msf,47,137,644,303,on,,,,,
sportsdirect,0,2021-02-17,w,hawaii,honolulu,msf,36,137,493,207,on,,,,,
westgear,2,2021-05-08,ne,newyork,albany,ma,56,137,767,376,on,,,,,
westgear,2,2021-09-08,ne,newyork,albany,waf,44,137,603,247,on,,,,,
westgear,2,2021-10-10,ne,newyork,albany,wsf,46,137,630,252,on,,,,,
kohls,2,2021-07-10,w,wyoming,cheyenne,ma,48,137,658,276,on,,,,,
kohls,2,2021-09-10,w,wyoming,cheyenne,wsf,38,137,521,239,on,,,,,
sportsdirect,2,2021-10-17,mw,michigan,detroit,wa,52,137,712,499,on,,,,,
westgear,0,2021-11-17,s,louisiana,neworleans,wsf,38,137,521,271,on,,,,,
westgear,1,2021-07-06,w,idaho,boise,waf,47,137,644,412,on,,,,,
sportsdirect,0,2021-03-12,se,georgia,atlanta,msf,37,137,507,253,on,,,,,
sportsdirect,0,2021-07-12,se,georgia,atlanta,wsf,50,137,685,343,on,,,,,
sportsdirect,0,2021-11-13,se,georgia,atlanta,msf,51,137,699,356,on,,,,,
amazon,2,2021-04-10,mw,ohio,columbus,wa,34,137,466,303,on,,,,,
amazon,2,2021-09-23,se,kentucky,louisville,msf,48,137,658,349,on,,,,,
sportsdirect,2,2021-12-16,s,mississippi,jackson,wsf,59,137,808,436,on,,,,,
westgear,1,2021-10-21,s,oklahoma,oklahomacity,msf,29,137,397,215,on,,,,,
footlocker,2,2021-06-06,mw,iowa,desmoines,msf,32,137,438,184,on,,,,,
footlocker,2,2021-01-17,ne,maryland,baltimore,msf,36,137,493,222,on,,,,,
amazon,2,2021-04-11,ne,vermont,burlington,msf,41,137,562,315,on,,,,,
amazon,2,2021-09-10,ne,vermont,burlington,msf,56,137,767,437,on,,,,,
amazon,2,2021-07-17,ne,newhampshire,manchester,wa,64,137,877,430,on,,,,,
footlocker,2,2021-11-15,ne,pennsylvania,philadelphia,msf,58,136,789,497,on,,,,,
footlocker,2,2021-03-05,mw,iowa,desmoines,msf,19,136,258,103,on,,,,,
sportsdirect,1,2021-08-20,s,texas,dallas,waf,28,136,381,171,out,,,,,
westgear,0,2020-03-13,w,nevada,lasvegas,ma,49,136,666,360,out,,,,,
sportsdirect,1,2021-04-30,s,tennessee,knoxville,waf,40,136,544,310,out,,,,,
sportsdirect,1,2021-08-09,s,alabama,birmingham,wsf,26,136,354,156,out,,,,,
footlocker,0,2021-08-24,se,virginia,richmond,waf,52,136,707,276,out,,,,,
footlocker,0,2021-11-24,se,virginia,richmond,ma,56,136,762,335,out,,,,,
sportsdirect,2,2021-01-19,se,virginia,richmond,waf,21,136,286,120,out,,,,,
westgear,2,2021-04-11,w,utah,saltlakecity,wa,20,136,272,141,out,,,,,
westgear,2,2021-11-11,w,utah,saltlakecity,maf,14,136,190,74,out,,,,,
westgear,2,2021-12-10,w,utah,saltlakecity,waf,22,136,299,126,out,,,,,
